X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month_num,day_num,log_area,drought_index,high_risk,fire_size,season,drought_level,temp_band
8,6,sep,mon,91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0,9,0,0.0,0.3019230769230769,0,Small,Autumn,Moderate,15-20°C
6,3,sep,mon,91.5,130.1,807.1,7.5,20.6,37,1.8,0.0,0.0,9,0,0.0,0.5421052631578948,0,Small,Autumn,Moderate,20-25°C
8,6,sep,mon,91.5,130.1,807.1,7.5,15.9,51,4.5,0.0,2.18,9,0,1.1568811967920856,0.3057692307692308,0,Small,Autumn,Moderate,15-20°C
6,3,sep,mon,91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,6.1,9,0,1.9600947840472698,0.18208955223880596,0,Small,Autumn,Safe,10-15°C
2,2,sep,mon,91.5,130.1,807.1,7.5,16.8,43,3.1,0.0,5.83,9,0,1.9213246735826988,0.38181818181818183,0,Small,Autumn,Moderate,15-20°C
1,4,sep,mon,91.5,130.1,807.1,7.5,21.3,35,2.2,0.0,28.19,9,0,3.3738261848660236,0.5916666666666667,0,Large,Autumn,Moderate,20-25°C
5,4,sep,fri,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,0.0,9,4,0.0,0.13289473684210526,0,Small,Autumn,Safe,10-15°C
3,4,sep,fri,92.1,99.0,745.3,9.6,17.4,57,4.5,0.0,0.0,9,4,0.0,0.3,0,Small,Autumn,Safe,15-20°C
5,4,sep,fri,92.1,99.0,745.3,9.6,12.8,64,3.6,0.0,1.64,9,4,0.9707789171582248,0.19692307692307692,0,Small,Autumn,Safe,10-15°C
5,4,sep,fri,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,3.71,9,4,1.5496879080283263,0.13289473684210526,0,Small,Autumn,Safe,10-15°C
4,4,sep,fri,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,7.31,9,4,2.1174596088673567,0.2851851851851852,0,Small,Autumn,Safe,15-20°C
7,4,sep,fri,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,2.03,9,4,1.1085626195212777,0.4681818181818182,0,Small,Autumn,Moderate,20-25°C
7,4,sep,fri,92.1,99.0,745.3,9.6,19.8,47,2.7,0.0,1.72,9,4,1.000631880307906,0.41250000000000003,0,Small,Autumn,Moderate,15-20°C
7,4,sep,fri,92.1,99.0,745.3,9.6,18.7,50,2.2,0.0,5.97,9,4,1.9416152247724325,0.36666666666666664,0,Small,Autumn,Moderate,15-20°C
4,4,sep,fri,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,13.06,9,4,2.643333886382519,0.5777777777777778,0,Large,Autumn,Moderate,20-25°C
4,4,sep,fri,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,1.26,9,4,0.8153648132841945,0.5777777777777778,0,Small,Autumn,Moderate,20-25°C
6,3,sep,fri,92.5,122.0,789.7,10.2,15.9,55,3.6,0.0,0.0,9,4,0.0,0.2839285714285714,0,Small,Autumn,Safe,15-20°C
6,3,sep,fri,92.5,122.0,789.7,10.2,19.7,39,2.7,0.0,0.0,9,4,0.0,0.4925,0,Small,Autumn,Moderate,15-20°C
1,4,sep,fri,92.5,122.0,789.7,10.2,21.1,39,2.2,0.0,8.12,9,4,2.21046980408624,0.5275000000000001,0,Small,Autumn,Moderate,20-25°C
6,5,sep,fri,92.5,122.0,789.7,10.2,18.4,42,2.2,0.0,1.09,9,4,0.7371640659767197,0.42790697674418604,0,Small,Autumn,Moderate,15-20°C
4,3,sep,fri,92.5,122.0,789.7,10.2,17.3,45,4.0,0.0,3.94,9,4,1.597365331199831,0.3760869565217391,0,Small,Autumn,Moderate,15-20°C
7,4,sep,fri,88.2,55.2,732.3,11.6,15.2,64,3.1,0.0,0.52,9,4,0.41871033485818504,0.23384615384615384,0,Small,Autumn,Safe,15-20°C
4,3,sep,tue,91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,2.93,9,1,1.3686394258811698,0.29444444444444445,0,Small,Autumn,Safe,15-20°C
6,5,sep,tue,91.9,111.7,770.3,6.5,21.1,35,2.7,0.0,5.65,9,1,1.8946168546677629,0.5861111111111111,0,Small,Autumn,Moderate,20-25°C
6,5,sep,tue,91.9,111.7,770.3,6.5,19.6,45,3.1,0.0,20.03,9,1,3.0459499897146083,0.42608695652173917,0,Large,Autumn,Moderate,15-20°C
4,5,sep,tue,91.1,132.3,812.1,12.5,15.9,38,5.4,0.0,1.75,9,1,1.0116009116784799,0.4076923076923077,0,Small,Autumn,Moderate,15-20°C
4,5,sep,tue,91.1,132.3,812.1,12.5,16.4,27,3.6,0.0,0.0,9,1,0.0,0.5857142857142856,0,Small,Autumn,Moderate,15-20°C
6,5,sep,sat,91.2,94.3,744.4,8.4,16.8,47,4.9,0.0,12.64,9,5,2.613006652415316,0.35000000000000003,0,Large,Autumn,Moderate,15-20°C
4,5,sep,sun,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,0.0,9,6,0.0,0.17692307692307693,0,Small,Autumn,Safe,10-15°C
7,4,sep,sun,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,11.06,9,6,2.4898941912990393,0.17692307692307693,0,Large,Autumn,Safe,10-15°C
3,4,jul,wed,91.9,133.6,520.5,8.0,14.2,58,4.0,0.0,0.0,7,2,0.0,0.2406779661016949,0,Small,Summer,Safe,10-15°C
4,5,aug,sun,92.0,203.2,664.5,8.1,10.4,75,0.9,0.0,0.0,8,6,0.0,0.1368421052631579,0,Small,Summer,Safe,10-15°C
5,4,aug,thu,94.8,222.4,698.6,13.9,20.3,42,2.7,0.0,0.0,8,3,0.0,0.472093023255814,0,Small,Summer,Moderate,20-25°C
6,5,sep,fri,90.3,290.0,855.3,7.4,10.3,78,4.0,0.0,18.3,9,4,2.9601050959108397,0.13037974683544304,0,Large,Autumn,Safe,10-15°C
6,5,sep,sat,91.2,94.3,744.4,8.4,15.4,57,4.9,0.0,39.35,9,5,3.6975913947159578,0.2655172413793104,0,Large,Autumn,Safe,15-20°C
8,6,aug,mon,92.1,207.0,672.6,8.2,21.1,54,2.2,0.0,0.0,8,0,0.0,0.38363636363636366,0,Small,Summer,Moderate,20-25°C
2,2,aug,sat,93.7,231.1,715.1,8.4,21.9,42,2.2,0.0,174.63,8,5,5.168379509433644,0.5093023255813953,0,Large,Summer,Moderate,20-25°C
6,5,mar,thu,90.9,18.9,30.6,8.0,8.7,51,5.8,0.0,0.0,3,3,0.0,0.1673076923076923,0,Small,Spring,Safe,0-10°C
4,5,jan,sun,18.7,1.1,171.4,0.0,5.2,100,0.9,0.0,0.0,1,6,0.0,0.05148514851485149,0,Small,Winter,Safe,0-10°C
5,4,jul,wed,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,7.73,7,2,2.166765369851511,0.48250000000000004,0,Small,Summer,Moderate,15-20°C
8,6,aug,thu,90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,16.33,8,3,2.8524391037275145,0.253125,0,Large,Summer,Safe,15-20°C
8,6,aug,wed,95.2,217.7,690.0,18.0,28.2,29,1.8,0.0,5.86,8,2,1.925707441737794,0.94,1,Small,Summer,High,25+°C
9,6,aug,thu,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,42.87,8,3,3.7812307151781224,0.3474576271186441,0,Large,Summer,Moderate,20-25°C
8,4,aug,sat,91.6,273.8,819.1,7.7,21.3,44,4.5,0.0,12.18,8,5,2.578700529074361,0.47333333333333333,0,Large,Summer,Moderate,20-25°C
2,4,aug,sun,91.6,181.3,613.0,7.6,20.9,50,2.2,0.0,16.0,8,6,2.833213344056216,0.40980392156862744,0,Large,Summer,Moderate,20-25°C
3,4,sep,sun,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,24.59,9,6,3.2422016501716975,0.3678571428571429,0,Large,Autumn,Moderate,20-25°C
5,5,mar,thu,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0,3,3,0.0,0.236734693877551,0,Small,Spring,Safe,10-15°C
6,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,28.74,8,4,3.392492941032009,0.6657142857142857,0,Large,Summer,High,20-25°C
7,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0.0,8,4,0.0,0.6657142857142857,0,Small,Summer,High,20-25°C
7,4,feb,mon,84.7,9.5,58.3,4.1,7.5,71,6.3,0.0,9.96,2,0,2.3942522815198695,0.10416666666666667,0,Small,Winter,Safe,0-10°C
8,6,sep,fri,91.1,91.3,738.1,7.2,20.7,46,2.7,0.0,30.18,9,4,3.4397768636296306,0.4404255319148936,0,Large,Autumn,Moderate,20-25°C
1,3,sep,sun,91.0,276.3,825.1,7.1,21.9,43,4.0,0.0,70.76,9,6,4.27332721775054,0.4977272727272727,0,Large,Autumn,Moderate,20-25°C
2,4,mar,tue,93.4,15.0,25.6,11.4,15.2,19,7.6,0.0,0.0,3,1,0.0,0.76,0,Small,Spring,High,15-20°C
6,5,feb,mon,84.1,4.6,46.7,2.2,5.3,68,1.8,0.0,0.0,2,0,0.0,0.07681159420289854,0,Small,Winter,Safe,0-10°C
4,5,feb,sun,85.0,9.0,56.9,3.5,10.1,62,1.8,0.0,51.78,2,6,3.966132331075178,0.1603174603174603,0,Large,Winter,Safe,10-15°C
4,3,sep,sun,90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,3.64,9,6,1.534714366238164,0.36428571428571427,0,Small,Autumn,Moderate,20-25°C
5,6,aug,sun,91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,3.63,8,6,1.5325568680981427,0.7147058823529412,0,Small,Summer,High,20-25°C
1,2,aug,sat,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0.0,8,5,0.0,0.7848484848484848,0,Small,Summer,High,25+°C
9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0,6,2,0.0,0.8,0,Small,Summer,High,25+°C
9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,8.16,6,2,2.214846178686039,0.8,0,Small,Summer,High,25+°C
3,4,sep,thu,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,4.95,9,3,1.7833912195575383,0.48510638297872344,0,Small,Autumn,Moderate,20-25°C
9,9,aug,fri,94.8,227.0,706.7,12.0,25.0,36,4.0,0.0,0.0,8,4,0.0,0.6756756756756757,0,Small,Summer,High,20-25°C
8,6,aug,thu,90.7,194.1,643.0,6.8,21.3,41,3.6,0.0,0.0,8,3,0.0,0.5071428571428571,0,Small,Summer,Moderate,20-25°C
2,4,sep,wed,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,6.04,9,2,1.951608170169951,0.6228571428571429,0,Small,Autumn,High,20-25°C
2,2,aug,tue,94.6,212.1,680.9,9.5,27.9,27,2.2,0.0,0.0,8,1,0.0,0.9964285714285713,1,Small,Summer,High,25+°C
6,5,sep,sat,87.1,291.3,860.6,4.0,17.0,67,4.9,0.0,3.95,9,5,1.599387576580599,0.25,0,Small,Autumn,Safe,15-20°C
4,5,feb,sat,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,0.0,2,5,0.0,0.3021276595744681,0,Small,Winter,Moderate,10-15°C
4,3,sep,fri,90.3,290.0,855.3,7.4,19.9,44,3.1,0.0,7.8,9,4,2.174751721484161,0.4422222222222222,0,Small,Autumn,Moderate,15-20°C
1,4,jul,tue,92.3,96.2,450.2,12.1,23.4,31,5.4,0.0,0.0,7,1,0.0,0.73125,0,Small,Summer,High,20-25°C
6,3,feb,fri,84.1,7.3,52.8,2.7,14.7,42,2.7,0.0,0.0,2,4,0.0,0.34186046511627904,0,Small,Winter,Moderate,10-15°C
7,4,feb,fri,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,4.62,2,4,1.7263316639055997,0.15185185185185185,0,Small,Winter,Safe,0-10°C
9,4,jul,mon,92.3,92.1,442.1,9.8,22.8,27,4.5,0.0,1.63,7,0,0.9669838461896731,0.8142857142857143,0,Small,Summer,High,20-25°C
7,5,aug,sat,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0,8,5,0.0,0.776470588235294,0,Small,Summer,High,25+°C
5,4,aug,sun,93.6,235.1,723.1,10.1,24.1,50,4.0,0.0,0.0,8,6,0.0,0.4725490196078432,0,Small,Summer,Moderate,20-25°C
8,6,aug,thu,94.8,222.4,698.6,13.9,27.5,27,4.9,0.0,746.28,8,3,6.616439947564594,0.9821428571428571,1,Large,Summer,High,25+°C
6,3,jul,tue,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,7.02,7,1,2.081938421878423,0.6575,0,Small,Summer,High,25+°C
6,5,mar,wed,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,0.0,3,2,0.0,0.552,0,Small,Spring,Moderate,10-15°C
2,4,aug,sun,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,2.44,8,6,1.235471471385307,0.5790697674418605,0,Small,Summer,Moderate,20-25°C
2,5,aug,sun,91.6,181.3,613.0,7.6,24.8,36,4.0,0.0,3.05,8,6,1.3987168811184478,0.6702702702702703,0,Small,Summer,High,20-25°C
8,8,aug,wed,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76,8,2,5.229824370102736,0.7081081081081081,0,Large,Summer,High,25+°C
2,4,aug,wed,95.2,217.7,690.0,18.0,30.8,19,4.5,0.0,0.0,8,2,0.0,1.54,1,Small,Summer,Dangerous,25+°C
8,6,jul,sun,88.9,263.1,795.9,5.2,29.3,27,3.6,0.0,6.3,7,6,1.9878743481543455,1.0464285714285715,1,Small,Summer,Dangerous,25+°C
1,3,sep,sat,91.2,94.3,744.4,8.4,22.3,48,4.0,0.0,0.72,9,5,0.5423242908253617,0.45510204081632655,0,Small,Autumn,Moderate,20-25°C
8,6,aug,sat,93.7,231.1,715.1,8.4,26.9,31,3.6,0.0,4.96,8,5,1.7850704810772584,0.840625,0,Small,Summer,High,25+°C
2,2,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,8,3,0.0,0.35789473684210527,0,Small,Summer,Moderate,20-25°C
8,6,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,8,3,0.0,0.35789473684210527,0,Small,Summer,Moderate,20-25°C
2,4,aug,mon,92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,2.35,8,0,1.208960345836975,0.8205882352941176,0,Small,Summer,High,25+°C
1,3,aug,thu,94.8,222.4,698.6,13.9,26.2,34,5.8,0.0,0.0,8,3,0.0,0.7485714285714286,0,Small,Summer,High,25+°C
3,4,aug,sun,91.6,181.3,613.0,7.6,24.6,44,4.0,0.0,3.2,8,6,1.4350845252893227,0.5466666666666667,0,Small,Summer,Moderate,20-25°C
7,4,sep,thu,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,0.0,9,3,0.0,0.42173913043478256,0,Small,Autumn,Moderate,15-20°C
1,3,aug,sat,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,6.36,8,5,1.9960599327407849,0.5682926829268293,0,Small,Summer,Moderate,20-25°C
8,6,aug,thu,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,0.0,8,3,0.0,0.6128205128205128,0,Small,Summer,High,20-25°C
2,4,aug,sun,93.6,235.1,723.1,10.1,20.9,66,4.9,0.0,15.34,8,6,2.7936160894318567,0.3119402985074627,0,Large,Summer,Moderate,20-25°C
1,4,aug,fri,90.6,269.8,811.2,5.5,22.2,45,3.6,0.0,0.0,8,4,0.0,0.4826086956521739,0,Small,Summer,Moderate,20-25°C
2,5,jul,sat,90.8,84.7,376.6,5.6,23.8,51,1.8,0.0,0.0,7,5,0.0,0.45769230769230773,0,Small,Summer,Moderate,20-25°C
8,6,aug,mon,92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,0.54,8,0,0.43178241642553783,0.7444444444444445,0,Small,Summer,High,25+°C
8,6,aug,sat,89.4,253.6,768.4,9.7,14.2,73,2.7,0.0,0.0,8,5,0.0,0.19189189189189187,0,Small,Summer,Safe,10-15°C
2,5,aug,sat,93.7,231.1,715.1,8.4,23.6,53,4.0,0.0,6.43,8,5,2.005525858729668,0.43703703703703706,0,Small,Summer,Moderate,20-25°C
1,3,sep,fri,91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,0.33,9,4,0.2851789422336624,0.4063829787234043,0,Small,Autumn,Moderate,15-20°C
5,4,sep,fri,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,0.0,9,4,0.0,0.2745762711864407,0,Small,Autumn,Safe,15-20°C
8,6,aug,mon,92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,1.23,8,0,0.8020015854720274,0.85,1,Small,Summer,High,25+°C
6,5,apr,mon,87.9,24.9,41.6,3.7,10.9,64,3.1,0.0,3.35,4,0,1.4701758451005926,0.1676923076923077,0,Small,Spring,Safe,10-15°C
1,2,jul,fri,90.7,80.9,368.3,16.8,14.8,78,8.0,0.0,0.0,7,4,0.0,0.18734177215189873,0,Small,Summer,Safe,10-15°C
2,5,sep,fri,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,9.96,9,4,2.3942522815198695,0.2745762711864407,0,Small,Autumn,Safe,15-20°C
5,5,aug,sun,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,0.0,8,6,0.0,0.21358024691358027,0,Small,Summer,Safe,15-20°C
6,5,aug,sun,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0,8,6,0.0,0.2690140845070423,0,Small,Summer,Safe,15-20°C
3,4,mar,wed,93.4,17.3,28.3,9.9,8.9,35,8.0,0.0,0.0,3,2,0.0,0.24722222222222223,0,Small,Spring,Safe,0-10°C
7,4,sep,wed,89.7,284.9,844.0,10.1,10.5,77,4.0,0.0,0.0,9,2,0.0,0.1346153846153846,0,Small,Autumn,Safe,10-15°C
7,4,aug,sun,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0.0,8,6,0.0,0.31129032258064515,0,Small,Summer,Moderate,15-20°C
4,5,aug,wed,95.2,217.7,690.0,18.0,23.4,49,5.4,0.0,6.43,8,2,2.005525858729668,0.46799999999999997,0,Small,Summer,Moderate,20-25°C
1,4,aug,fri,90.5,196.8,649.9,16.3,11.8,88,4.9,0.0,9.71,8,4,2.3711778844596574,0.13258426966292136,0,Small,Summer,Safe,10-15°C
7,4,aug,mon,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0.0,8,0,0.0,0.2681818181818182,0,Small,Summer,Safe,15-20°C
4,5,aug,thu,89.4,266.2,803.3,5.6,17.4,54,3.1,0.0,0.0,8,3,0.0,0.31636363636363635,0,Small,Summer,Moderate,15-20°C
3,4,aug,thu,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0,8,3,0.0,0.2947368421052632,0,Small,Summer,Safe,15-20°C
3,4,jul,mon,94.6,160.0,567.2,16.7,17.9,48,2.7,0.0,0.0,7,0,0.0,0.3653061224489796,0,Small,Summer,Moderate,15-20°C
2,4,aug,thu,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0.0,8,3,0.0,0.27666666666666667,0,Small,Summer,Safe,15-20°C
1,4,aug,wed,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,82.75,8,2,4.427836170705175,0.3901960784313725,0,Large,Summer,Moderate,15-20°C
8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,3.32,8,5,1.463255402256019,0.2907692307692307,0,Small,Summer,Safe,15-20°C
7,4,aug,sat,91.6,273.8,819.1,7.7,15.5,72,8.0,0.0,1.94,8,5,1.0784095813505903,0.21232876712328766,0,Small,Summer,Safe,15-20°C
2,5,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0,8,5,0.0,0.2907692307692307,0,Small,Summer,Safe,15-20°C
8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0,8,5,0.0,0.2907692307692307,0,Small,Summer,Safe,15-20°C
1,4,sep,sun,91.0,276.3,825.1,7.1,14.5,76,7.6,0.0,3.71,9,6,1.5496879080283263,0.18831168831168832,0,Small,Autumn,Safe,10-15°C
6,5,feb,tue,75.1,4.4,16.2,1.9,4.6,82,6.3,0.0,5.39,2,1,1.8547342683894434,0.05542168674698795,0,Small,Winter,Safe,0-10°C
6,4,feb,tue,75.1,4.4,16.2,1.9,5.1,77,5.4,0.0,2.14,2,1,1.144222799920162,0.06538461538461537,0,Small,Winter,Safe,0-10°C
2,2,feb,sat,79.5,3.6,15.3,1.8,4.6,59,0.9,0.0,6.84,2,5,2.0592388343623163,0.07666666666666666,0,Small,Winter,Safe,0-10°C
6,5,mar,mon,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,3.18,3,0,1.430311246536665,0.2217391304347826,0,Small,Spring,Safe,10-15°C
3,4,mar,wed,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,5.55,3,2,1.8794650496471605,0.26666666666666666,0,Small,Spring,Safe,10-15°C
6,5,mar,thu,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,6.61,3,3,2.0294631718735947,0.47500000000000003,0,Small,Spring,Moderate,10-15°C
6,3,apr,sun,91.0,14.6,25.6,12.3,13.7,33,9.4,0.0,61.13,4,6,4.129228964075603,0.4029411764705882,0,Large,Spring,Moderate,10-15°C
5,4,apr,sun,91.0,14.6,25.6,12.3,17.6,27,5.8,0.0,0.0,4,6,0.0,0.6285714285714287,0,Small,Spring,High,15-20°C
4,3,may,fri,89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,38.48,5,4,3.675794214565281,0.43902439024390244,0,Large,Spring,Moderate,15-20°C
8,3,jun,mon,88.2,96.2,229.0,4.7,14.3,79,4.0,0.0,1.94,6,0,1.0784095813505903,0.17875000000000002,0,Small,Summer,Safe,10-15°C
9,4,jun,sat,90.5,61.1,252.6,9.4,24.5,50,3.1,0.0,70.32,6,5,4.267176792994939,0.4803921568627451,0,Large,Summer,Moderate,20-25°C
4,3,jun,thu,93.0,103.8,316.7,10.8,26.4,35,2.7,0.0,10.08,6,3,2.405141681319138,0.7333333333333333,0,Large,Summer,High,25+°C
2,5,jun,thu,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,3.19,6,3,1.4327007339340463,0.5536585365853658,0,Small,Summer,Moderate,20-25°C
4,3,jul,thu,93.5,85.3,395.0,9.9,27.2,28,1.3,0.0,1.76,7,3,1.0152306797290584,0.9379310344827586,1,Small,Summer,High,25+°C
4,3,jul,sun,93.7,101.3,423.4,14.7,26.1,45,4.0,0.0,7.36,7,6,2.1234584270966104,0.5673913043478261,0,Small,Summer,Moderate,25+°C
7,4,jul,sun,93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,2.21,7,6,1.1662709371419244,0.21927710843373494,0,Small,Summer,Safe,15-20°C
7,4,jul,mon,89.2,103.9,431.6,6.4,22.6,57,4.9,0.0,278.53,7,0,5.633109621361155,0.3896551724137931,0,Large,Summer,Moderate,20-25°C
9,9,jul,thu,93.2,114.4,560.0,9.5,30.2,25,4.5,0.0,2.75,7,3,1.3217558399823195,1.1615384615384614,1,Small,Summer,Dangerous,25+°C
4,3,jul,thu,93.2,114.4,560.0,9.5,30.2,22,4.9,0.0,0.0,7,3,0.0,1.3130434782608695,1,Small,Summer,Dangerous,25+°C
3,4,aug,sun,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,1.29,8,6,0.8285518175661483,0.5707317073170731,0,Small,Summer,Moderate,20-25°C
8,6,aug,sun,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,0.0,8,6,0.0,1.1071428571428572,1,Small,Summer,Dangerous,25+°C
2,5,aug,sun,94.9,130.3,587.1,14.1,33.1,25,4.0,0.0,26.43,8,6,3.311637304949512,1.2730769230769232,1,Large,Summer,Dangerous,25+°C
2,4,aug,mon,95.0,135.5,596.3,21.3,30.6,28,3.6,0.0,2.07,8,0,1.1216775615991057,1.0551724137931036,1,Small,Summer,Dangerous,25+°C
5,4,aug,tue,95.1,141.3,605.8,17.7,24.1,43,6.3,0.0,2.0,8,1,1.0986122886681098,0.5477272727272727,0,Small,Summer,Moderate,20-25°C
5,4,aug,tue,95.1,141.3,605.8,17.7,26.4,34,3.6,0.0,16.4,8,1,2.856470206220483,0.7542857142857142,0,Large,Summer,High,25+°C
4,4,aug,tue,95.1,141.3,605.8,17.7,19.4,71,7.6,0.0,46.7,8,1,3.8649313978942956,0.26944444444444443,0,Large,Summer,Safe,15-20°C
4,4,aug,wed,95.1,141.3,605.8,17.7,20.6,58,1.3,0.0,0.0,8,2,0.0,0.3491525423728814,0,Small,Summer,Moderate,20-25°C
4,4,aug,wed,95.1,141.3,605.8,17.7,28.7,33,4.0,0.0,0.0,8,2,0.0,0.8441176470588235,0,Small,Summer,High,25+°C
4,4,aug,thu,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,0.0,8,3,0.0,1.4727272727272727,1,Small,Summer,Dangerous,25+°C
1,3,aug,fri,95.9,158.0,633.6,11.3,32.4,27,2.2,0.0,0.0,8,4,0.0,1.157142857142857,1,Small,Summer,Dangerous,25+°C
1,3,aug,fri,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,43.32,8,4,3.7914360424390283,0.9166666666666666,1,Large,Summer,High,25+°C
6,6,aug,sat,96.0,164.0,643.0,14.0,30.8,30,4.9,0.0,8.59,8,5,2.2607208888953467,0.9935483870967742,0,Small,Summer,High,25+°C
6,6,aug,mon,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,0.0,8,0,0.0,0.555813953488372,0,Small,Summer,Moderate,20-25°C
4,5,aug,mon,96.2,175.5,661.8,16.8,32.6,26,3.1,0.0,2.77,8,0,1.3270750014599193,1.2074074074074075,1,Small,Summer,Dangerous,25+°C
3,4,aug,tue,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,14.68,8,1,2.7523860149222616,1.1535714285714285,1,Large,Summer,Dangerous,25+°C
6,5,aug,tue,96.1,181.1,671.2,14.3,33.3,26,2.7,0.0,40.54,8,1,3.726656818447966,1.2333333333333332,1,Large,Summer,Dangerous,25+°C
7,5,aug,tue,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,10.82,8,1,2.469793011977952,0.4265625,0,Large,Summer,Moderate,25+°C
8,6,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0,8,1,0.0,0.32727272727272727,0,Small,Summer,Moderate,20-25°C
7,5,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0,8,1,0.0,0.32727272727272727,0,Small,Summer,Moderate,20-25°C
4,4,aug,tue,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0.0,8,1,0.0,0.2957142857142857,0,Small,Summer,Safe,20-25°C
2,4,aug,wed,94.5,139.4,689.1,20.0,29.2,30,4.9,0.0,1.95,8,2,1.0818051703517284,0.9419354838709677,0,Small,Summer,High,25+°C
4,3,aug,wed,94.5,139.4,689.1,20.0,28.9,29,4.9,0.0,49.59,8,2,3.923753928303845,0.9633333333333333,1,Large,Summer,High,25+°C
1,2,aug,thu,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,5.8,8,3,1.916922612182061,0.7416666666666667,0,Small,Summer,High,25+°C
1,2,aug,fri,91.0,166.9,752.6,7.1,18.5,73,8.5,0.0,0.0,8,4,0.0,0.25,0,Small,Summer,Safe,15-20°C
2,4,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,8,4,0.0,0.6166666666666666,0,Small,Summer,High,25+°C
1,2,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,8,4,0.0,0.6166666666666666,0,Small,Summer,High,25+°C
